ERR599017.17_00212	ERR599017.17_00212
ERR1726701.24_00439	ERR4013358.13_01005
ERR1726701.24_00439	ERR519454.28_00407
ERR1726701.24_00439	ERR519458.6_01165
ERR1726701.24_00439	ERR599017.17_00360
ERR1726701.24_00439	ERR599046.13_00101
ERR1726701.24_00439	ERR599056.13_00502
ERR1726701.24_00439	ERR599103.13_00187
ERR1726701.24_00439	ERR599170.2_00181
ERR1726701.24_00439	ERR599236.12_00024
ERR1726701.24_00439	ERR599240.6_00247
ERR1726701.24_00442	ERR1726701.24_00442
ERR1726701.24_00445	ERR1726701.24_00445
ERR1726701.24_00445	ERR1726875.19_00314
ERR1726701.24_00445	ERR4013358.13_00561
ERR1726701.24_00445	ERR4013358.13_00904
ERR1726701.24_00445	ERR519454.28_00507
ERR1726701.24_00445	ERR519458.6_00884
ERR1726701.24_00445	ERR519462.64_00460
ERR1726701.24_00445	ERR594335.69_00297
ERR1726701.24_00445	ERR598996.53_00480
ERR1726701.24_00445	ERR599017.17_00015
ERR1726701.24_00445	ERR599056.13_00800
ERR1726701.24_00445	ERR599103.13_00121
ERR1726701.24_00445	ERR599170.2_00635
ERR1726701.24_00445	ERR599174.6_00373
ERR1726701.24_00445	ERR599236.12_00294
ERR1726701.24_00446	ERR1726701.24_00446
ERR1726701.24_00446	ERR1726829.2_00237
ERR1726701.24_00446	ERR1726833.2_00350
ERR1726701.24_00446	ERR2098377.12_00589
ERR1726701.24_00446	ERR519458.6_00438
ERR1726701.24_00446	ERR519462.64_00952
ERR1726701.24_00446	ERR594335.69_00617
ERR1726701.24_00446	ERR598996.53_00641
ERR1726701.24_00446	ERR599046.13_00585
ERR1726701.24_00446	ERR599056.13_00660
ERR1726701.24_00446	ERR599103.13_00716
ERR1726701.24_00446	ERR599170.2_00541
ERR1726701.24_00446	ERR599174.6_00504
ERR1726701.24_00446	ERR599236.12_00898
ERR1726701.24_00446	ERR599240.6_00232
ERR1726701.24_00447	ERR1726701.24_00447
ERR1726701.24_00447	ERR1726829.2_00238
ERR1726701.24_00447	ERR1726833.2_00351
ERR1726701.24_00447	ERR2098377.12_00590
ERR1726701.24_00447	ERR4013358.13_00231
ERR1726701.24_00447	ERR519458.6_00437
ERR1726701.24_00447	ERR519462.64_00953
ERR1726701.24_00447	ERR594335.69_00616
ERR1726701.24_00447	ERR598996.53_00640
ERR1726701.24_00447	ERR599017.17_00120
ERR1726701.24_00447	ERR599046.13_00584
ERR1726701.24_00447	ERR599056.13_00659
ERR1726701.24_00447	ERR599103.13_00717
ERR1726701.24_00447	ERR599170.2_00542
ERR1726701.24_00447	ERR599174.6_00505
ERR1726701.24_00447	ERR599236.12_00897
ERR1726701.24_00448	ERR1726701.24_00448
ERR1726701.24_00448	ERR1726829.2_00239
ERR1726701.24_00448	ERR1726833.2_00352
ERR1726701.24_00448	ERR2098377.12_00591
ERR1726701.24_00448	ERR4013358.13_00230
ERR1726701.24_00448	ERR519458.6_00436
ERR1726701.24_00448	ERR519462.64_00954
ERR1726701.24_00448	ERR594335.69_00615
ERR1726701.24_00448	ERR598996.53_00639
ERR1726701.24_00448	ERR599017.17_00121
ERR1726701.24_00448	ERR599046.13_00583
ERR1726701.24_00448	ERR599056.13_00658
ERR1726701.24_00448	ERR599103.13_00718
ERR1726701.24_00448	ERR599170.2_00543
ERR1726701.24_00448	ERR599174.6_00506
ERR1726701.24_00448	ERR599236.12_00896
ERR1726701.24_00449	ERR1726701.24_00449
ERR1726701.24_00449	ERR599017.17_00050
ERR1726701.24_00449	ERR599056.13_00151
ERR1726701.24_00452	ERR1726701.24_00452
ERR1726701.24_00452	DRR092706.1_00482
ERR1726701.24_00452	ERR1726829.2_00639
ERR1726701.24_00452	ERR1726875.19_00352
ERR1726701.24_00452	ERR4013358.13_00250
ERR1726701.24_00452	ERR519462.64_00548
ERR1726701.24_00452	ERR598996.53_00355
ERR1726701.24_00452	ERR599017.17_00047
ERR1726701.24_00452	ERR599046.13_00051
ERR1726701.24_00452	ERR599056.13_00148
ERR1726701.24_00452	ERR599103.13_00613
ERR1726701.24_00452	ERR599174.6_00796
ERR1726701.24_00452	ERR599236.12_00661
ERR1726701.24_00457	ERR1726701.24_00457
ERR1726701.24_00457	DRR092706.1_00603
ERR1726701.24_00457	ERR2098377.12_00256
ERR1726701.24_00457	ERR4013358.13_00255
ERR1726701.24_00457	ERR519454.28_00900
ERR1726701.24_00457	ERR519458.6_01123
ERR1726701.24_00457	ERR519462.64_00408
ERR1726701.24_00457	ERR594335.69_00095
ERR1726701.24_00457	ERR599046.13_00539
ERR1726701.24_00457	ERR599056.13_00200
ERR1726701.24_00457	ERR599103.13_00244
ERR1726701.24_00457	ERR599170.2_00416
ERR1726701.24_00457	ERR599174.6_00801
ERR1726701.24_00457	ERR599240.6_00417
ERR1726701.24_00458	ERR1726701.24_00458
ERR1726701.24_00460	ERR1726701.24_00460
ERR1726701.24_00460	DRR092706.1_00164
ERR1726701.24_00460	ERR1726829.2_00642
ERR1726701.24_00460	ERR4013358.13_00746
ERR1726701.24_00460	ERR519454.28_00095
ERR1726701.24_00460	ERR519458.6_00780
ERR1726701.24_00460	ERR519462.64_00680
ERR1726701.24_00460	ERR594335.69_00220
ERR1726701.24_00460	ERR599017.17_00731
ERR1726701.24_00460	ERR599046.13_00707
ERR1726701.24_00460	ERR599056.13_00333
ERR1726701.24_00460	ERR599103.13_00730
ERR1726701.24_00460	ERR599174.6_00202
ERR1726701.24_00461	ERR1726701.24_00461
ERR1726701.24_00463	ERR1726701.24_00463
ERR1726701.24_00463	ERR1726875.19_00209
ERR1726701.24_00463	ERR599056.13_00429
ERR1726701.24_00465	ERR1726701.24_00465
ERR1726701.24_00465	ERR1726829.2_00633
ERR1726701.24_00465	ERR1726875.19_00543
ERR1726701.24_00465	ERR519454.28_00252
ERR1726701.24_00465	ERR519458.6_00085
ERR1726701.24_00465	ERR519462.64_00089
ERR1726701.24_00465	ERR599017.17_00575
ERR1726701.24_00465	ERR599046.13_00758
ERR1726701.24_00465	ERR599056.13_00752
ERR1726701.24_00465	ERR599103.13_00324
ERR1726701.24_00465	ERR599174.6_00450
ERR1726701.24_00465	ERR599236.12_00003
ERR1726701.24_00465	ERR599240.6_00364
ERR1726701.24_00465	ERR4013358.13_00485
ERR1726701.24_00465	DRR092706.1_00650
ERR1726701.24_00465	ERR2098377.12_00318
ERR1726701.24_00465	ERR4013358.13_00918
ERR1726701.24_00465	ERR519454.28_00117
ERR1726701.24_00465	ERR519458.6_00977
ERR1726701.24_00465	ERR519462.64_00853
ERR1726701.24_00465	ERR598996.53_00213
ERR1726701.24_00465	ERR599046.13_00120
ERR1726701.24_00465	ERR599170.2_00381
ERR1726701.24_00466	ERR1726701.24_00466
ERR1726701.24_00466	DRR092706.1_00542
ERR1726701.24_00466	ERR1726829.2_00632
ERR1726701.24_00466	ERR1726875.19_00544
ERR1726701.24_00466	ERR519454.28_00253
ERR1726701.24_00466	ERR519458.6_00086
ERR1726701.24_00466	ERR519462.64_00088
ERR1726701.24_00466	ERR599017.17_00576
ERR1726701.24_00466	ERR599046.13_00757
ERR1726701.24_00466	ERR599056.13_00751
ERR1726701.24_00466	ERR599103.13_00323
ERR1726701.24_00466	ERR599174.6_00451
ERR1726701.24_00466	ERR599236.12_00004
ERR1726701.24_00466	ERR599240.6_00365
ERR1726701.24_00466	ERR1726701.24_00464
ERR1726701.24_00466	ERR1726829.2_00634
ERR1726701.24_00466	ERR519454.28_00251
ERR1726701.24_00466	ERR519458.6_00084
ERR1726701.24_00466	ERR519462.64_00090
ERR1726701.24_00466	ERR599017.17_00574
ERR1726701.24_00466	ERR599046.13_00759
ERR1726701.24_00466	ERR599056.13_00753
ERR1726701.24_00466	ERR599174.6_00449
ERR1726701.24_00466	ERR599236.12_00002
ERR1726701.24_00466	ERR599240.6_00363
ERR1726701.24_00468	ERR1726701.24_00468
ERR1726829.2_00076	ERR1726829.2_00076
ERR1726829.2_00076	ERR599056.13_00675
ERR1726829.2_00077	ERR1726829.2_00077
ERR1726829.2_00077	ERR519458.6_00656
ERR1726829.2_00083	ERR1726829.2_00083
ERR1726829.2_00083	ERR1726833.2_00153
ERR1726829.2_00083	ERR1726875.19_00096
ERR1726829.2_00083	ERR2098377.12_00644
ERR1726829.2_00083	ERR4013358.13_00667
ERR1726829.2_00083	ERR519454.28_00993
ERR1726829.2_00083	ERR519458.6_00174
ERR1726829.2_00083	ERR519462.64_00002
ERR1726829.2_00083	ERR594335.69_00506
ERR1726829.2_00083	ERR599056.13_00363
ERR1726829.2_00083	ERR599103.13_00799
ERR1726829.2_00083	ERR599174.6_00118
ERR1726829.2_00083	ERR599236.12_00343
ERR1726829.2_00084	ERR1726829.2_00084
ERR1726829.2_00084	ERR1726875.19_00097
ERR1726829.2_00084	ERR2098377.12_00643
ERR1726829.2_00084	ERR4013358.13_00666
ERR1726829.2_00084	ERR519454.28_00994
ERR1726829.2_00084	ERR519458.6_00175
ERR1726829.2_00084	ERR519462.64_00003
ERR1726829.2_00084	ERR594335.69_00507
ERR1726829.2_00084	ERR599056.13_00362
ERR1726829.2_00084	ERR599103.13_00798
ERR1726829.2_00084	ERR599174.6_00117
ERR1726829.2_00084	ERR599236.12_00344
ERR1726829.2_00085	ERR1726829.2_00085
ERR1726829.2_00085	ERR594335.69_00508
ERR1726829.2_00085	ERR599056.13_00361
ERR1726829.2_00093	ERR1726829.2_00093
ERR1726829.2_00095	ERR1726829.2_00095
ERR1726829.2_00096	ERR1726829.2_00096
ERR1726829.2_00100	ERR1726829.2_00100
ERR1726829.2_00100	ERR4013358.13_00814
ERR1726829.2_00100	ERR519454.28_00424
ERR1726829.2_00100	ERR519458.6_00410
ERR1726829.2_00100	ERR519462.64_00987
ERR1726829.2_00100	ERR598996.53_00028
ERR1726829.2_00100	ERR599017.17_00228
ERR1726829.2_00100	ERR599046.13_00426
ERR1726829.2_00100	ERR599056.13_00683
ERR1726829.2_00100	ERR599103.13_00559
ERR1726829.2_00100	ERR599170.2_00652
ERR1726829.2_00100	ERR599174.6_00426
ERR1726829.2_00100	ERR599236.12_00535
ERR1726829.2_00100	ERR599240.6_00412
ERR1726829.2_00101	ERR1726829.2_00101
ERR1726829.2_00101	ERR4013358.13_00813
ERR1726829.2_00101	ERR519454.28_00423
ERR1726829.2_00101	ERR519458.6_00411
ERR1726829.2_00101	ERR519462.64_00986
ERR1726829.2_00101	ERR598996.53_00029
ERR1726829.2_00101	ERR599017.17_00229
ERR1726829.2_00101	ERR599046.13_00425
ERR1726829.2_00101	ERR599056.13_00684
ERR1726829.2_00101	ERR599170.2_00651
ERR1726829.2_00101	ERR599174.6_00427
ERR1726829.2_00101	ERR599236.12_00536
ERR1726829.2_00101	ERR599240.6_00411
ERR1726829.2_00102	ERR1726829.2_00102
ERR1726829.2_00102	ERR4013358.13_00812
ERR1726829.2_00102	ERR519454.28_00422
ERR1726829.2_00102	ERR519458.6_00412
ERR1726829.2_00102	ERR519462.64_00985
ERR1726829.2_00102	ERR594335.69_00211
ERR1726829.2_00102	ERR598996.53_00030
ERR1726829.2_00102	ERR599017.17_00230
ERR1726829.2_00102	ERR599046.13_00424
ERR1726829.2_00102	ERR599056.13_00685
ERR1726829.2_00102	ERR599103.13_00536
ERR1726829.2_00102	ERR599174.6_00428
ERR1726829.2_00102	ERR599236.12_00537
ERR1726829.2_00102	ERR599240.6_00410
ERR1726829.2_00103	ERR1726829.2_00103
ERR1726829.2_00103	ERR1726875.19_00019
ERR1726829.2_00103	ERR4013358.13_00811
ERR1726829.2_00103	ERR519454.28_00421
ERR1726829.2_00103	ERR519458.6_00413
ERR1726829.2_00103	ERR519462.64_00984
ERR1726829.2_00103	ERR594335.69_00210
ERR1726829.2_00103	ERR598996.53_00031
ERR1726829.2_00103	ERR599017.17_00231
ERR1726829.2_00103	ERR599046.13_00423
ERR1726829.2_00103	ERR599056.13_00686
ERR1726829.2_00103	ERR599103.13_00535
ERR1726829.2_00103	ERR599170.2_00335
ERR1726829.2_00103	ERR599174.6_00429
ERR1726829.2_00103	ERR599236.12_00538
ERR1726829.2_00103	ERR599240.6_00409
ERR1726829.2_00105	ERR1726829.2_00105
ERR1726829.2_00105	ERR1726833.2_00135
ERR1726829.2_00105	ERR4013358.13_00606
ERR1726829.2_00105	ERR519454.28_00644
ERR1726829.2_00105	ERR519458.6_00805
ERR1726829.2_00105	ERR519462.64_00705
ERR1726829.2_00105	ERR594335.69_00208
ERR1726829.2_00105	ERR598996.53_00033
ERR1726829.2_00105	ERR599017.17_00233
ERR1726829.2_00105	ERR599046.13_00421
ERR1726829.2_00105	ERR599174.6_00431
ERR1726829.2_00106	ERR1726829.2_00106
ERR1726829.2_00106	ERR1726833.2_00136
ERR1726829.2_00106	ERR4013358.13_00607
ERR1726829.2_00106	ERR519454.28_00643
ERR1726829.2_00106	ERR519458.6_00804
ERR1726829.2_00106	ERR519462.64_00704
ERR1726829.2_00106	ERR594335.69_00207
ERR1726829.2_00106	ERR598996.53_00034
ERR1726829.2_00106	ERR599017.17_00234
ERR1726829.2_00106	ERR599046.13_00420
ERR1726829.2_00106	ERR599174.6_00432
ERR1726829.2_00107	ERR1726829.2_00107
ERR1726829.2_00107	ERR4013358.13_00608
ERR1726829.2_00107	ERR519454.28_00642
ERR1726829.2_00107	ERR519458.6_00803
ERR1726829.2_00107	ERR519462.64_00703
ERR1726829.2_00107	ERR594335.69_00206
ERR1726829.2_00107	ERR598996.53_00035
ERR1726829.2_00107	ERR599046.13_00419
ERR1726829.2_00107	ERR599240.6_00376
ERR1726829.2_00108	ERR1726829.2_00108
ERR1726829.2_00112	ERR1726829.2_00112
ERR1726829.2_00116	ERR1726829.2_00116
ERR1726829.2_00116	DRR092706.1_00335
ERR1726829.2_00116	ERR1726833.2_00546
ERR1726829.2_00116	ERR4013358.13_00510
ERR1726829.2_00116	ERR519454.28_00628
ERR1726829.2_00116	ERR519458.6_00236
ERR1726829.2_00116	ERR519462.64_00309
ERR1726829.2_00116	ERR594335.69_00339
ERR1726829.2_00116	ERR599017.17_00735
ERR1726829.2_00116	ERR599046.13_00824
ERR1726829.2_00116	ERR599103.13_00032
ERR1726829.2_00116	ERR599170.2_00641
ERR1726829.2_00118	ERR1726829.2_00118
ERR1726829.2_00119	ERR1726829.2_00119
ERR1726829.2_00120	ERR1726829.2_00120
ERR1726829.2_00127	ERR1726829.2_00127
ERR1726829.2_00128	ERR1726829.2_00128
ERR1726829.2_00130	ERR1726829.2_00130
ERR1726829.2_00130	ERR1726875.19_00238
ERR1726829.2_00130	ERR2098377.12_00010
ERR1726829.2_00130	ERR4013358.13_00478
ERR1726829.2_00130	ERR519454.28_00269
ERR1726829.2_00130	ERR519458.6_00513
ERR1726829.2_00130	ERR519462.64_00178
ERR1726829.2_00130	ERR594335.69_00598
ERR1726829.2_00130	ERR598996.53_00335
ERR1726829.2_00130	ERR599017.17_00618
ERR1726829.2_00130	ERR599056.13_00091
ERR1726829.2_00130	ERR599103.13_00269
ERR1726829.2_00130	ERR599174.6_00206
ERR1726829.2_00131	ERR1726829.2_00131
ERR1726829.2_00131	ERR1726833.2_00304
ERR1726829.2_00131	ERR1726875.19_00237
ERR1726829.2_00131	ERR2098377.12_00011
ERR1726829.2_00131	ERR4013358.13_00479
ERR1726829.2_00131	ERR519458.6_00514
ERR1726829.2_00131	ERR519462.64_00179
ERR1726829.2_00131	ERR594335.69_00599
ERR1726829.2_00131	ERR598996.53_00334
ERR1726829.2_00131	ERR599017.17_00619
ERR1726829.2_00131	ERR599056.13_00090
ERR1726829.2_00131	ERR599103.13_00270
ERR1726829.2_00131	ERR599174.6_00207
ERR1726829.2_00131	DRR092706.1_00068
ERR1726829.2_00131	ERR1726829.2_00730
ERR1726829.2_00131	ERR1726875.19_00393
ERR1726829.2_00131	ERR2098377.12_00054
ERR1726829.2_00131	ERR4013358.13_00372
ERR1726829.2_00131	ERR519458.6_01021
ERR1726829.2_00131	ERR519462.64_01065
ERR1726829.2_00131	ERR594335.69_00526
ERR1726829.2_00131	ERR598996.53_00108
ERR1726829.2_00131	ERR599017.17_00006
ERR1726829.2_00131	ERR599056.13_00525
ERR1726829.2_00131	ERR599103.13_00735
ERR1726829.2_00131	ERR599170.2_00579
ERR1726829.2_00131	ERR599174.6_00741
ERR1726829.2_00131	ERR599236.12_00098
ERR1726829.2_00131	ERR4013358.13_00640
ERR1726829.2_00131	ERR2098377.12_00099
ERR1726829.2_00131	ERR2098377.12_00129
ERR1726829.2_00131	ERR4013358.13_00767
ERR1726829.2_00131	ERR1726701.24_00284
ERR1726829.2_00131	ERR1726829.2_00074
ERR1726829.2_00131	ERR1726833.2_00069
ERR1726829.2_00131	ERR1726875.19_00280
ERR1726829.2_00131	ERR4013358.13_00227
ERR1726829.2_00131	ERR519454.28_01055
ERR1726829.2_00131	ERR519458.6_00433
ERR1726829.2_00131	ERR519462.64_00957
ERR1726829.2_00131	ERR594335.69_00612
ERR1726829.2_00131	ERR598996.53_00064
ERR1726829.2_00131	ERR599017.17_00124
ERR1726829.2_00131	ERR599046.13_00475
ERR1726829.2_00131	ERR599056.13_00673
ERR1726829.2_00131	ERR599103.13_00721
ERR1726829.2_00131	ERR599170.2_00175
ERR1726829.2_00131	ERR599174.6_00285
ERR1726829.2_00131	ERR599236.12_00893
ERR1726829.2_00131	ERR599240.6_00004
ERR1726829.2_00131	ERR519454.28_00734
ERR1726829.2_00131	ERR4013358.13_00382
ERR1726829.2_00131	ERR519458.6_00572
ERR1726829.2_00131	ERR519462.64_00657
ERR1726829.2_00131	ERR598996.53_00326
ERR1726829.2_00131	ERR599017.17_00505
ERR1726829.2_00131	ERR599046.13_00522
ERR1726829.2_00131	ERR599056.13_00383
ERR1726829.2_00131	ERR599170.2_00390
ERR1726829.2_00131	ERR599236.12_00166
ERR1726829.2_00131	ERR1726701.24_00291
ERR1726829.2_00131	ERR2098377.12_00160
ERR1726829.2_00131	ERR4013358.13_00809
ERR1726829.2_00131	ERR519454.28_00285
ERR1726829.2_00131	ERR519458.6_00158
ERR1726829.2_00131	ERR519462.64_01022
ERR1726829.2_00131	ERR594335.69_00130
ERR1726829.2_00131	ERR599017.17_00349
ERR1726829.2_00131	ERR599056.13_00341
ERR1726829.2_00131	ERR599103.13_00594
ERR1726829.2_00131	ERR599174.6_00397
ERR1726829.2_00131	ERR599236.12_00444
ERR1726829.2_00131	ERR1726833.2_00423
ERR1726829.2_00131	ERR519462.64_01204
ERR1726829.2_00131	ERR599236.12_00502
ERR1726829.2_00133	ERR1726829.2_00133
ERR1726829.2_00133	ERR1726833.2_00222
ERR1726829.2_00133	ERR1726875.19_00029
ERR1726829.2_00133	ERR4013358.13_00263
ERR1726829.2_00133	ERR519454.28_00908
ERR1726829.2_00133	ERR519458.6_01115
ERR1726829.2_00133	ERR594335.69_00103
ERR1726829.2_00133	ERR598996.53_00179
ERR1726829.2_00133	ERR599017.17_00804
ERR1726829.2_00133	ERR599103.13_00252
ERR1726829.2_00133	ERR599174.6_00009
ERR1726829.2_00134	ERR1726829.2_00134
ERR1726829.2_00134	ERR1726833.2_00223
ERR1726829.2_00134	ERR1726875.19_00028
ERR1726829.2_00134	ERR4013358.13_00264
ERR1726829.2_00134	ERR519454.28_00909
ERR1726829.2_00134	ERR519458.6_01114
ERR1726829.2_00134	ERR594335.69_00104
ERR1726829.2_00134	ERR598996.53_00180
ERR1726829.2_00134	ERR599017.17_00803
ERR1726829.2_00134	ERR599103.13_00253
ERR1726829.2_00134	ERR599174.6_00008
ERR1726829.2_00135	ERR1726829.2_00135
ERR1726829.2_00135	DRR092706.1_00046
ERR1726829.2_00135	ERR4013358.13_00265
ERR1726829.2_00135	ERR519454.28_00910
ERR1726829.2_00135	ERR519458.6_01113
ERR1726829.2_00135	ERR598996.53_00181
ERR1726829.2_00135	ERR599017.17_00802
ERR1726829.2_00135	ERR599103.13_00254
ERR1726829.2_00135	ERR599174.6_00007
ERR1726829.2_00136	ERR1726829.2_00136
ERR1726829.2_00136	ERR1726875.19_00057
ERR1726829.2_00136	ERR2098377.12_00298
ERR1726829.2_00136	ERR4013358.13_00009
ERR1726829.2_00136	ERR519454.28_01204
ERR1726829.2_00136	ERR519458.6_01075
ERR1726829.2_00136	ERR519462.64_01079
ERR1726829.2_00137	ERR1726829.2_00137
ERR1726829.2_00137	ERR1726875.19_00058
ERR1726829.2_00137	ERR4013358.13_00010
ERR1726829.2_00137	ERR519454.28_01203
ERR1726829.2_00137	ERR519458.6_01074
ERR1726829.2_00137	ERR519462.64_01080
ERR1726829.2_00138	ERR1726829.2_00138
ERR1726829.2_00138	ERR1726833.2_00267
ERR1726829.2_00138	ERR1726875.19_00059
ERR1726829.2_00138	ERR4013358.13_00011
ERR1726829.2_00138	ERR519454.28_01202
ERR1726829.2_00138	ERR519458.6_01073
ERR1726829.2_00138	ERR519462.64_01081
ERR1726829.2_00138	ERR599236.12_00745
ERR1726829.2_00141	ERR1726829.2_00141
ERR1726829.2_00141	ERR4013358.13_00272
ERR1726829.2_00141	ERR519454.28_01134
ERR1726829.2_00141	ERR519458.6_00754
ERR1726829.2_00141	ERR519462.64_00749
ERR1726829.2_00141	ERR599017.17_00655
ERR1726829.2_00141	ERR599046.13_00348
ERR1726829.2_00141	ERR599056.13_00516
ERR1726829.2_00141	ERR599103.13_00052
ERR1726829.2_00141	ERR599170.2_00116
ERR1726829.2_00141	ERR599174.6_00638
ERR1726829.2_00142	ERR1726829.2_00142
ERR1726829.2_00142	ERR4013358.13_00271
ERR1726829.2_00142	ERR519458.6_00753
ERR1726829.2_00142	ERR519462.64_00750
ERR1726829.2_00142	ERR599017.17_00656
ERR1726829.2_00142	ERR599046.13_00347
ERR1726829.2_00142	ERR599056.13_00517
ERR1726829.2_00142	ERR599103.13_00051
ERR1726829.2_00142	ERR599174.6_00639
ERR1726829.2_00143	ERR1726829.2_00143
ERR1726829.2_00143	ERR4013358.13_00270
ERR1726829.2_00143	ERR519458.6_00752
ERR1726829.2_00143	ERR519462.64_00751
ERR1726829.2_00143	ERR599017.17_00657
ERR1726829.2_00143	ERR599046.13_00346
ERR1726829.2_00143	ERR599056.13_00518
ERR1726829.2_00143	ERR599174.6_00640
ERR1726829.2_00144	ERR1726829.2_00144
ERR1726829.2_00144	ERR4013358.13_00269
ERR1726829.2_00144	ERR519458.6_00751
ERR1726829.2_00144	ERR519462.64_00752
ERR1726829.2_00144	ERR599017.17_00658
ERR1726829.2_00144	ERR599046.13_00345
ERR1726829.2_00144	ERR599056.13_00519
ERR1726829.2_00144	ERR599174.6_00641
ERR1726829.2_00145	ERR1726829.2_00145
ERR1726829.2_00151	ERR1726829.2_00151
ERR1726829.2_00156	ERR1726829.2_00156
ERR1726829.2_00156	DRR092706.1_00199
ERR1726829.2_00156	ERR1726701.24_00409
ERR1726829.2_00156	ERR2098377.12_00216
ERR1726829.2_00156	ERR2098377.12_00268
ERR1726829.2_00156	ERR4013358.13_00731
ERR1726829.2_00156	ERR519454.28_00228
ERR1726829.2_00156	ERR519458.6_00456
ERR1726829.2_00156	ERR519462.64_00934
ERR1726829.2_00156	ERR599017.17_00096
ERR1726829.2_00156	ERR599046.13_00388
ERR1726829.2_00156	ERR599056.13_00013
ERR1726829.2_00156	ERR599103.13_00816
ERR1726829.2_00156	ERR599170.2_00150
ERR1726829.2_00156	ERR599174.6_00141
ERR1726829.2_00156	ERR599236.12_00464
ERR1726829.2_00159	ERR1726829.2_00159
ERR1726829.2_00159	DRR092706.1_00202
ERR1726829.2_00159	ERR4013358.13_00734
ERR1726829.2_00159	ERR519454.28_00225
ERR1726829.2_00159	ERR519458.6_00459
ERR1726829.2_00159	ERR519462.64_00931
ERR1726829.2_00159	ERR594335.69_00537
ERR1726829.2_00159	ERR598996.53_00079
ERR1726829.2_00159	ERR599017.17_00309
ERR1726829.2_00159	ERR599046.13_00385
ERR1726829.2_00159	ERR599056.13_00016
ERR1726829.2_00159	ERR599103.13_00447
ERR1726829.2_00159	ERR599170.2_00628
ERR1726829.2_00159	ERR599236.12_00285
ERR1726829.2_00159	ERR599240.6_00154
ERR1726829.2_00161	ERR1726829.2_00161
ERR1726829.2_00161	ERR2098377.12_00521
ERR1726829.2_00161	ERR4013358.13_01022
ERR1726829.2_00161	ERR519454.28_00300
ERR1726829.2_00161	ERR519458.6_00143
ERR1726829.2_00161	ERR519462.64_01007
ERR1726829.2_00161	ERR598996.53_00388
ERR1726829.2_00161	ERR599046.13_00315
ERR1726829.2_00161	ERR599170.2_00496
ERR1726829.2_00161	ERR599240.6_00197
ERR1726829.2_00162	ERR1726829.2_00162
ERR1726829.2_00162	ERR2098377.12_00520
ERR1726829.2_00162	ERR4013358.13_01021
ERR1726829.2_00162	ERR519454.28_00299
ERR1726829.2_00162	ERR519458.6_00144
ERR1726829.2_00162	ERR519462.64_01008
ERR1726829.2_00162	ERR598996.53_00387
ERR1726829.2_00162	ERR599046.13_00316
ERR1726829.2_00162	ERR599170.2_00495
ERR1726829.2_00162	ERR599174.6_00715
ERR1726829.2_00162	ERR599240.6_00198
ERR1726829.2_00163	ERR1726829.2_00163
ERR1726829.2_00165	ERR1726829.2_00165
ERR1726829.2_00165	DRR092706.1_00043
ERR1726829.2_00165	ERR519454.28_00913
ERR1726829.2_00165	ERR519458.6_01110
ERR1726829.2_00165	ERR598996.53_00184
ERR1726829.2_00166	ERR1726829.2_00166
ERR1726829.2_00166	DRR092706.1_00044
ERR1726829.2_00166	ERR4013358.13_00267
ERR1726829.2_00166	ERR519454.28_00912
ERR1726829.2_00166	ERR519458.6_01111
ERR1726829.2_00166	ERR598996.53_00183
ERR1726829.2_00166	ERR599017.17_00800
ERR1726829.2_00166	ERR599103.13_00256
ERR1726829.2_00166	ERR599174.6_00005
ERR1726829.2_00167	ERR1726829.2_00167
ERR1726829.2_00168	ERR1726829.2_00168
ERR1726829.2_00169	ERR1726829.2_00169
ERR1726829.2_00169	ERR1726701.24_00321
ERR1726829.2_00170	ERR1726829.2_00170
ERR1726829.2_00170	ERR1726701.24_00322
ERR1726829.2_00171	ERR1726829.2_00171
ERR1726829.2_00171	DRR092706.1_00579
DRR092706.1_00618	DRR092706.1_00618
DRR092706.1_00618	ERR1726701.24_00058
DRR092706.1_00618	ERR1726829.2_00088
DRR092706.1_00618	ERR1726833.2_00319
DRR092706.1_00618	ERR1726875.19_00587
DRR092706.1_00618	ERR519458.6_01136
DRR092706.1_00618	ERR519462.64_01165
DRR092706.1_00618	ERR594335.69_00626
DRR092706.1_00618	ERR598996.53_00552
DRR092706.1_00618	ERR599017.17_00462
DRR092706.1_00618	ERR599046.13_00638
DRR092706.1_00618	ERR599103.13_00193
DRR092706.1_00618	ERR599170.2_00078
DRR092706.1_00618	ERR599174.6_00160
DRR092706.1_00618	ERR599240.6_00112
DRR092706.1_00619	DRR092706.1_00619
DRR092706.1_00619	ERR1726701.24_00059
DRR092706.1_00619	ERR1726833.2_00318
DRR092706.1_00619	ERR519454.28_01062
DRR092706.1_00619	ERR519458.6_01137
DRR092706.1_00619	ERR519462.64_01166
DRR092706.1_00619	ERR594335.69_00625
DRR092706.1_00619	ERR598996.53_00551
DRR092706.1_00619	ERR599017.17_00463
DRR092706.1_00619	ERR599046.13_00639
DRR092706.1_00619	ERR599056.13_00258
DRR092706.1_00619	ERR599103.13_00194
DRR092706.1_00619	ERR599170.2_00077
DRR092706.1_00619	ERR599240.6_00111
DRR092706.1_00620	DRR092706.1_00620
DRR092706.1_00620	ERR1726701.24_00060
DRR092706.1_00620	ERR1726833.2_00317
DRR092706.1_00620	ERR519454.28_01063
DRR092706.1_00620	ERR519458.6_01138
DRR092706.1_00620	ERR519462.64_01167
DRR092706.1_00620	ERR598996.53_00550
